node_id,node_type,node_value,order_count,avg_risk_score,avg_risk_label,avg_delay_gap,total_sales,total_profit,node_risk_pressure,degree_centrality,pagerank,weighted_degree,graph_risk_centrality
supplier_proxy::Cardio Equipment_Europe_First Class,supplier_proxy,Cardio Equipment_Europe_First Class,528,0.5138571131220738,1.9621212121212122,1.0,156194.48987474001,11952.249922329,3.2223920120166265,0.0033076074972436605,0.0005800962250374941,1584.0,0.2579004824916072
supplier_proxy::Accessories_Europe_Second Class,supplier_proxy,Accessories_Europe_Second Class,64,0.5134708171386486,1.828125,2.234375,5397.8399342,869.719996219,2.1434260425264853,0.0033076074972436605,0.0005927465230810484,192.0,0.25771049707440546
supplier_proxy::Cardio Equipment_USCA_First Class,supplier_proxy,Cardio Equipment_USCA_First Class,281,0.5116285320856743,1.9466192170818506,1.0,82531.8299779,7140.140011424,2.8865606328678535,0.0033076074972436605,0.0005736679115146847,843.0,0.2567845848950267
supplier_proxy::Golf Balls_LATAM_Second Class,supplier_proxy,Golf Balls_LATAM_Second Class,77,0.5096351977154268,1.844155844155844,2.324675324675325,3752.84996209,545.679995642,2.220332164278495,0.0033076074972436605,0.0005993348273523561,231.0,0.25579433443886235
supplier_proxy::Cardio Equipment_Pacific Asia_First Class,supplier_proxy,Cardio Equipment_Pacific Asia_First Class,409,0.509079638260031,1.9535452322738387,1.0,120997.97987256,9994.38008547,3.0627031105747333,0.0033076074972436605,0.0005769991832997843,1227.0,0.25551097080015134
supplier_proxy::Electronics_Africa_Second Class,supplier_proxy,Electronics_Africa_Second Class,46,0.5078083523734833,1.7608695652173914,2.152173913043478,5810.59005511,71.859988756,1.955137110019103,0.0033076074972436605,0.0005845058176370259,138.0,0.2548772045154618
supplier_proxy::Cardio Equipment_LATAM_First Class,supplier_proxy,Cardio Equipment_LATAM_First Class,592,0.5074029617666721,1.9493243243243243,1.0,173922.68963562002,23471.780002538,3.2398665495074117,0.0033076074972436605,0.0005817618609300437,1776.0,0.25467382322287946
supplier_proxy::Cleats_Africa_First Class,supplier_proxy,Cleats_Africa_First Class,255,0.5073615215112348,1.968627450980392,1.0,47452.09137734,4689.509959221,2.8134096652809317,0.0033076074972436605,0.0005697301596755817,765.0,0.2546500951698472
supplier_proxy::Soccer_Europe_Second Class,supplier_proxy,Soccer_Europe_Second Class,18,0.5068771054712504,1.7222222222222223,2.6666666666666665,2939.69996692,99.80999473600002,1.4924687069966087,0.0033076074972436605,0.0006087435782247782,54.0,0.2544176405044923
supplier_proxy::Girls' Apparel_LATAM_First Class,supplier_proxy,Girls' Apparel_LATAM_First Class,65,0.5041007215215639,1.9076923076923078,1.0,7819.590019,1274.780001409,2.112007978381763,0.0033076074972436605,0.000595012177692841,195.0,0.25302601567951605
supplier_proxy::Cleats_Europe_First Class,supplier_proxy,Cleats_Europe_First Class,1103,0.5036319374109509,1.958295557570263,1.0,197727.2855161,26559.169954689,3.528795491940001,0.0033076074972436605,0.0005809551215476465,3309.0,0.25278810936017326
supplier_proxy::Lacrosse_Pacific Asia_Second Class,supplier_proxy,Lacrosse_Pacific Asia_Second Class,12,0.5035544887019731,1.9166666666666667,2.5833333333333335,999.59998491,143.33999920600002,1.2915917622429984,0.0033076074972436605,0.0005777243328180558,36.0,0.2527485773085019
supplier_proxy::Cardio Equipment_Pacific Asia_Second Class,supplier_proxy,Cardio Equipment_Pacific Asia_Second Class,491,0.5030077555316034,1.7718940936863543,2.0773930753564156,145875.510046,7670.949999482,3.1178828668932095,0.0033076074972436605,0.0005791332792871137,1473.0,0.25247556295993434
supplier_proxy::As Seen on TV!_Europe_Second Class,supplier_proxy,As Seen on TV!_Europe_Second Class,9,0.5026609254518472,1.7777777777777777,2.2222222222222223,2599.7399749,-41.119991364,1.1574195537760146,0.0033076074972436605,0.0005958325121365917,27.0,0.25230632272826864
supplier_proxy::Shop By Sport_LATAM_First Class,supplier_proxy,Shop By Sport_LATAM_First Class,508,0.5023602090865995,1.9625984251968505,1.0,59945.52099254,6230.999962179,3.130933888715683,0.0033076074972436605,0.0005861142513412874,1524.0,0.25215353498044596
supplier_proxy::Shop By Sport_USCA_First Class,supplier_proxy,Shop By Sport_USCA_First Class,257,0.5013921727919864,1.9416342412451362,1.0,29872.71048734,2752.639995903,2.7842104717099367,0.0033076074972436605,0.0005763511802256386,771.0,0.25166707606536054
supplier_proxy::Cleats_LATAM_First Class,supplier_proxy,Cleats_LATAM_First Class,1099,0.5012224571792515,1.956323930846224,1.0,195867.35551976,24100.239892797,3.510093677040093,0.0033076074972436605,0.0005809021736142878,3297.0,0.2515833560073402
supplier_proxy::Cleats_USCA_First Class,supplier_proxy,Cleats_USCA_First Class,543,0.5010745866323267,1.9558011049723756,1.0,97183.80269244,13776.379997052,3.156243390086347,0.0033076074972436605,0.000573542410877415,1629.0,0.25150758079319363
supplier_proxy::Golf Balls_USCA_Second Class,supplier_proxy,Golf Balls_USCA_Second Class,40,0.5009213312943039,1.725,2.175,2254.67995447,141.240006325,1.8602074635108616,0.0033076074972436605,0.0005834872475880611,120.0,0.2514334393333599
supplier_proxy::Golf Balls_LATAM_First Class,supplier_proxy,Golf Balls_LATAM_First Class,64,0.5008757103299222,1.96875,1.0,3581.95994368,156.149997051,2.090849189001162,0.0033076074972436605,0.0005937667587865227,192.0,0.2514131987289686
supplier_proxy::Women's Apparel_Europe_First Class,supplier_proxy,Women's Apparel_Europe_First Class,922,0.500842008622023,1.9511930585683297,1.0,135000.0,14133.099962689,3.4195635399348534,0.0033076074972436605,0.0005761169722554391,2766.0,0.2513919354283862
supplier_proxy::Women's Apparel_Africa_First Class,supplier_proxy,Women's Apparel_Africa_First Class,239,0.5001986164974008,1.9623430962343096,1.0,34450.0,5665.449981732,2.7414080069774682,0.0033076074972436605,0.0005688852887463271,717.0,0.2510684314451979
supplier_proxy::Shop By Sport_Europe_First Class,supplier_proxy,Shop By Sport_Europe_First Class,485,0.5001467765307103,1.954639175257732,1.0,58615.67094814,4704.700008144,3.094012302190313,0.0033076074972436605,0.0005852196272948336,1455.0,0.25104659504648974
supplier_proxy::Women's Apparel_LATAM_First Class,supplier_proxy,Women's Apparel_LATAM_First Class,981,0.4989530743994912,1.9418960244648318,1.0,150700.0,15630.320021374,3.437582764659474,0.0033076074972436605,0.0005767416711237225,2943.0,0.25044762449183744
supplier_proxy::Women's Apparel_USCA_First Class,supplier_proxy,Women's Apparel_USCA_First Class,541,0.4988216495580774,1.9371534195933457,1.0,80050.0,9736.219962637,3.1402149712450065,0.0033076074972436605,0.0005720828999026255,1623.0,0.2503807473783252
supplier_proxy::Shop By Sport_Europe_Second Class,supplier_proxy,Shop By Sport_Europe_Second Class,587,0.49850361219668293,1.7938671209540034,2.1379897785349233,71842.64121106,8921.550072615,3.1788214175193947,0.0033076074972436605,0.0005891870904573681,1761.0,0.2502260047452667
supplier_proxy::Golf Gloves_Europe_Second Class,supplier_proxy,Golf Gloves_Europe_Second Class,68,0.49790123417154475,1.8235294117647058,2.338235294117647,10158.469989126,1611.569999419,2.108166854252741,0.0033076074972436605,0.0006195016175678419,204.0,0.24993239436447526
supplier_proxy::Golf Shoes_Europe_Second Class,supplier_proxy,Golf Shoes_Europe_Second Class,42,0.4978941845499858,1.7857142857142858,2.1666666666666665,9609.0,1656.610005237,1.8726796645325585,0.0033076074972436605,0.0006087956869627129,126.0,0.2499261930710445
supplier_proxy::Hockey_USCA_Second Class,supplier_proxy,Hockey_USCA_Second Class,13,0.49790769440817545,1.7692307692307692,2.5384615384615383,1138.0,-0.649994853999992,1.3140069503997296,0.0033076074972436605,0.0005754005550704845,39.0,0.24992459921716625
supplier_proxy::Kids' Golf Clubs_LATAM_First Class,supplier_proxy,Kids' Golf Clubs_LATAM_First Class,11,0.49771301905497667,1.8181818181818181,1.0,3277.0599975,873.799999613,1.2367703907357732,0.0033076074972436605,0.0005932400487378929,33.0,0.24983172141398372
supplier_proxy::Indoor/Outdoor Games_Europe_First Class,supplier_proxy,Indoor/Outdoor Games_Europe_First Class,802,0.4976902649445064,1.953865336658354,1.0,122151.11885976,14788.59997825,3.3287290296270022,0.0033076074972436605,0.0005756107277337613,2406.0,0.24981593702849755
supplier_proxy::Lacrosse_LATAM_First Class,supplier_proxy,Lacrosse_LATAM_First Class,16,0.49763806992009724,1.875,1.0,1924.5599745,418.330004237,1.4099148202079999,0.0033076074972436605,0.000581514200782755,48.0,0.24979131538455523
supplier_proxy::Golf Balls_Europe_Second Class,supplier_proxy,Golf Balls_Europe_Second Class,61,0.4974504394612174,1.7868852459016393,1.8688524590163935,3066.25996203,135.760006616,2.0530448135561823,0.0033076074972436605,0.000592481819886715,183.0,0.2497002420598913
supplier_proxy::Women's Golf Clubs_LATAM_Second Class,supplier_proxy,Women's Golf Clubs_LATAM_Second Class,20,0.4973497200913215,1.8,2.45,4479.5699844,1344.930004084,1.5141923822134922,0.0033076074972436605,0.0006135637153580171,60.0,0.24965515284881118
supplier_proxy::Accessories_Pacific Asia_First Class,supplier_proxy,Accessories_Pacific Asia_First Class,76,0.49704964321682776,1.881578947368421,1.0,5797.67993633,1005.590007493,2.159086935135696,0.0033076074972436605,0.0005976949844855027,228.0,0.24950114722884617
supplier_proxy::Electronics_Pacific Asia_First Class,supplier_proxy,Electronics_Pacific Asia_First Class,115,0.49697315529333386,1.8695652173913044,1.0,12775.73010381,335.539966225,2.3624067162455717,0.0033076074972436605,0.0006117324507066271,345.0,0.24946641263365452
supplier_proxy::Indoor/Outdoor Games_Africa_Second Class,supplier_proxy,Indoor/Outdoor Games_Africa_Second Class,276,0.4968060523171152,1.7934782608695652,2.0760869565217392,40333.8596491,3753.039953053,2.7940459354112788,0.0033076074972436605,0.0005695400851228432,828.0,0.24937231305414925
supplier_proxy::Women's Apparel_Pacific Asia_First Class,supplier_proxy,Women's Apparel_Pacific Asia_First Class,668,0.49659332585375915,1.9520958083832336,1.0,99700.0,10870.880009861,3.23072894370545,0.0033076074972436605,0.0005734275906868967,2004.0,0.24926692169886222
supplier_proxy::Golf Shoes_LATAM_Second Class,supplier_proxy,Golf Shoes_LATAM_Second Class,33,0.49629410549221026,1.8181818181818181,2.0606060606060606,6775.0,58.21000515100002,1.7501119422074192,0.0033076074972436605,0.0005997011959544083,99.0,0.24912387991940466
supplier_proxy::Indoor/Outdoor Games_LATAM_First Class,supplier_proxy,Indoor/Outdoor Games_LATAM_First Class,862,0.4962358343153785,1.931554524361949,1.0,129448.19878908001,15350.559980544,3.3547600245477267,0.0033076074972436605,0.0005763031964726491,2586.0,0.24908889483111832
